ID	Batch	Biosample	Accession	Ring	Tissue	Age	Sex	CoverageFile	Total_Sequences	Unique_Reads_Mapped	MappingRate	Total_Cytosines	CpG_Methylation_Rate	CHG_Methylation_Rate	CHH_Methylation_Rate	NumberRawCpGs	Number10XCpGs	Family
B2X3049_BL_ADL_M__SRR20216469	Saarland_First	B2X3049_BL_ADL_M	SRR20216469	B2X3049	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3049_BL_ADL_M__SRR20216469.cov.gz	8805833	3748245	42.60%	166834669	46.30%	1.90%	0.50%	520130	188787	NA
B2X3074_BL_ADL_M__SRR20216458	Saarland_First	B2X3074_BL_ADL_M	SRR20216458	B2X3074	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3074_BL_ADL_M__SRR20216458.cov.gz	17533818	7905841	45.10%	346536980	45.70%	2.00%	0.50%	636928	276468	NA
B2X3081_BL_ADL_M__SRR20216447	Saarland_First	B2X3081_BL_ADL_M	SRR20216447	B2X3081	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3081_BL_ADL_M__SRR20216447.cov.gz	10891898	4476518	41.10%	200433442	47.60%	2.00%	0.50%	686229	263309	NA
B2X3087_BL_ADL_M__SRR20216444	Saarland_First	B2X3087_BL_ADL_M	SRR20216444	B2X3087	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3087_BL_ADL_M__SRR20216444.cov.gz	26137704	11613507	44.40%	514059607	46.30%	2.10%	0.50%	920010	430466	NA
B2X3125_BL_ADL_M__SRR20216443	Saarland_First	B2X3125_BL_ADL_M	SRR20216443	B2X3125	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3125_BL_ADL_M__SRR20216443.cov.gz	44732973	19904360	44.50%	873981060	48.60%	2.00%	0.50%	923644	546936	NA
B2X3215_BL_CHK_M__SRR20216442	Saarland_First	B2X3215_BL_CHK_M	SRR20216442	B2X3215	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3215_BL_CHK_M__SRR20216442.cov.gz	20920326	9391918	44.90%	421606506	47.60%	2.00%	0.50%	973010	450485	NA
B2X3238_BL_CHK_F__SRR20216441	Saarland_First	B2X3238_BL_CHK_F	SRR20216441	B2X3238	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3238_BL_CHK_F__SRR20216441.cov.gz	12516444	4965153	39.70%	230006298	51.30%	1.80%	0.50%	672300	259062	NA
B2X3243_BL_CHK_M__SRR20216440	Saarland_First	B2X3243_BL_CHK_M	SRR20216440	B2X3243	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3243_BL_CHK_M__SRR20216440.cov.gz	9272669	4137327	44.60%	187240261	46.70%	1.60%	0.50%	733388	251918	NA
B2X3265_BL_ADL_M__SRR20216439	Saarland_First	B2X3265_BL_ADL_M	SRR20216439	B2X3265	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3265_BL_ADL_M__SRR20216439.cov.gz	6391077	2224350	34.80%	97922408	47.30%	1.80%	0.50%	558578	179513	NA
B2X3265_BL_CHK_M__SRR20216438	Saarland_First	B2X3265_BL_CHK_M	SRR20216438	B2X3265	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3265_BL_CHK_M__SRR20216438.cov.gz	10495249	4538281	43.20%	202242376	49.00%	1.70%	0.50%	713264	253087	NA
B2X3328_BL_CHK_F__SRR20216437	Saarland_First	B2X3328_BL_CHK_F	SRR20216437	B2X3328	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3328_BL_CHK_F__SRR20216437.cov.gz	19715193	8468368	43.00%	376697531	48.50%	2.10%	0.50%	855867	406148	NA
B2X3350_BL_ADL_M__SRR20216436	Saarland_First	B2X3350_BL_ADL_M	SRR20216436	B2X3350	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3350_BL_ADL_M__SRR20216436.cov.gz	9819711	4221994	43.00%	187918998	48.50%	1.80%	0.50%	432210	194332	NA
B2X3350_BL_CHK_M__SRR20216435	Saarland_First	B2X3350_BL_CHK_M	SRR20216435	B2X3350	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3350_BL_CHK_M__SRR20216435.cov.gz	9515613	3928924	41.30%	175697490	47.60%	2.00%	0.50%	698987	225630	NA
B2X3443_BL_CHK_M__SRR20216432	Saarland_First	B2X3443_BL_CHK_M	SRR20216432	B2X3443	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3443_BL_CHK_M__SRR20216432.cov.gz	28820754	12838689	44.50%	570600717	49.60%	1.80%	0.50%	802809	441542	NA
B2X3443_BL_CHK_M__SRR20216433	Saarland_First	B2X3443_BL_CHK_M	SRR20216433	B2X3443	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3443_BL_CHK_M__SRR20216433.cov.gz	5582573	2372723	42.50%	102762220	48.20%	1.90%	0.50%	426228	139444	NA
B2X3498_BL_ADL_M__SRR20216431	Saarland_First	B2X3498_BL_ADL_M	SRR20216431	B2X3498	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3498_BL_ADL_M__SRR20216431.cov.gz	25399539	11256936	44.30%	507358425	49.20%	2.00%	0.50%	896142	475936	F1
B2X3546_BL_ADL_F__SRR20216430	Saarland_First	B2X3546_BL_ADL_F	SRR20216430	B2X3546	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3546_BL_ADL_F__SRR20216430.cov.gz	30469833	13370478	43.90%	610683610	47.80%	2.00%	0.50%	1076359	580373	NA
B2X3614_BL_ADL_F__SRR20216429	Saarland_First	B2X3614_BL_ADL_F	SRR20216429	B2X3614	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3614_BL_ADL_F__SRR20216429.cov.gz	33043975	14325827	43.40%	640981850	45.90%	2.00%	0.50%	1216843	594659	F1
B2X3614_BL_CHK_F__SRR20216428	Saarland_First	B2X3614_BL_CHK_F	SRR20216428	B2X3614	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3614_BL_CHK_F__SRR20216428.cov.gz	22307655	9392368	42.10%	422394551	47.40%	1.80%	0.50%	992486	450647	F1
B2X3621_BL_ADL_M__SRR20216427	Saarland_First	B2X3621_BL_ADL_M	SRR20216427	B2X3621	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3621_BL_ADL_M__SRR20216427.cov.gz	24984031	10804999	43.20%	467797982	48.40%	2.10%	0.50%	933661	365421	NA
B2X3622_BL_ADL_F__SRR20216426	Saarland_First	B2X3622_BL_ADL_F	SRR20216426	B2X3622	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3622_BL_ADL_F__SRR20216426.cov.gz	7834054	3275900	41.80%	145299077	48.00%	1.70%	0.50%	615084	193598	NA
B2X3630_BL_ADL_F__SRR20216425	Saarland_First	B2X3630_BL_ADL_F	SRR20216425	B2X3630	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3630_BL_ADL_F__SRR20216425.cov.gz	10130115	4407962	43.50%	195174316	46.20%	2.00%	0.50%	582310	200275	NA
B2X3640_BL_ADL_M__SRR20216424	Saarland_First	B2X3640_BL_ADL_M	SRR20216424	B2X3640	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3640_BL_ADL_M__SRR20216424.cov.gz	14094357	6070905	43.10%	266137951	46.80%	1.80%	0.50%	775737	298131	NA
B2X3653_BL_ADL_F__SRR20216422	Saarland_First	B2X3653_BL_ADL_F	SRR20216422	B2X3653	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3653_BL_ADL_F__SRR20216422.cov.gz	29531590	12815703	43.40%	562728471	47.50%	1.80%	0.50%	1099693	497219	NA
B2X3682_BL_ADL_M__SRR20216421	Saarland_First	B2X3682_BL_ADL_M	SRR20216421	B2X3682	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3682_BL_ADL_M__SRR20216421.cov.gz	34838091	16071180	46.10%	724130220	44.90%	2.10%	0.50%	1139931	595090	NA
B2X3683_BL_ADL_M__SRR20216420	Saarland_First	B2X3683_BL_ADL_M	SRR20216420	B2X3683	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3683_BL_ADL_M__SRR20216420.cov.gz	12556253	5494780	43.80%	244841791	45.10%	2.00%	0.50%	664977	274991	NA
B2X3686_BL_ADL_M__SRR20216419	Saarland_First	B2X3686_BL_ADL_M	SRR20216419	B2X3686	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3686_BL_ADL_M__SRR20216419.cov.gz	2537498	1092727	43.10%	48246852	46.90%	2.10%	0.50%	402409	70351	NA
B2X3690_BL_ADL_M__SRR20216418	Saarland_First	B2X3690_BL_ADL_M	SRR20216418	B2X3690	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3690_BL_ADL_M__SRR20216418.cov.gz	15779680	6906545	43.80%	305970043	47.20%	1.90%	0.50%	827335	318971	NA
B2X3691_BL_ADL_M__SRR20216417	Saarland_First	B2X3691_BL_ADL_M	SRR20216417	B2X3691	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3691_BL_ADL_M__SRR20216417.cov.gz	31079248	13970252	45.00%	622894035	49.60%	2.00%	0.50%	1078821	523165	NA
B2X3716_BL_CHK_F__SRR20216415	Saarland_First	B2X3716_BL_CHK_F	SRR20216415	B2X3716	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3716_BL_CHK_F__SRR20216415.cov.gz	41657675	17833429	42.80%	806467889	46.60%	2.00%	0.50%	1194566	637738	NA
B2X3716_BL_CHK_F__SRR20216416	Saarland_First	B2X3716_BL_CHK_F	SRR20216416	B2X3716	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3716_BL_CHK_F__SRR20216416.cov.gz	3516864	1461209	41.50%	64294376	47.90%	1.80%	0.50%	324013	93144	NA
B2X3864_BL_ADL_F__SRR20216414	Saarland_First	B2X3864_BL_ADL_F	SRR20216414	B2X3864	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3864_BL_ADL_F__SRR20216414.cov.gz	20163588	8670493	43.00%	381942837	48.10%	2.30%	0.50%	810874	325470	NA
B2X3931_BL_ADL_F__SRR20216413	Saarland_First	B2X3931_BL_ADL_F	SRR20216413	B2X3931	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3931_BL_ADL_F__SRR20216413.cov.gz	35559042	15499309	43.60%	680144138	47.80%	2.00%	0.50%	807700	441431	NA
B2X4031_BL_ADL_M__SRR20216411	Saarland_First	B2X4031_BL_ADL_M	SRR20216411	B2X4031	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4031_BL_ADL_M__SRR20216411.cov.gz	6486783	2866991	44.20%	126973332	45.70%	2.20%	0.50%	498565	155955	NA
B2X4034_BL_ADL_F__SRR20216410	Saarland_First	B2X4034_BL_ADL_F	SRR20216410	B2X4034	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4034_BL_ADL_F__SRR20216410.cov.gz	46050053	20017878	43.50%	888920951	46.50%	2.10%	0.50%	1218418	639413	NA
B2X4036_BL_ADL_F__SRR20216409	Saarland_First	B2X4036_BL_ADL_F	SRR20216409	B2X4036	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4036_BL_ADL_F__SRR20216409.cov.gz	9960531	4254911	42.70%	188778294	46.40%	2.20%	0.50%	790392	247804	NA
B2X4036_BL_CHK_F__SRR20216528	Saarland_First	B2X4036_BL_CHK_F	SRR20216528	B2X4036	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4036_BL_CHK_F__SRR20216528.cov.gz	15463096	6482484	41.90%	288893313	50.00%	1.80%	0.50%	682634	265830	NA
B2X4037_BL_ADL_M__SRR20216526	Saarland_First	B2X4037_BL_ADL_M	SRR20216526	B2X4037	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4037_BL_ADL_M__SRR20216526.cov.gz	6734039	2981142	44.30%	132652011	48.30%	1.90%	0.50%	433474	139339	NA
B2X4037_BL_CHK_M__SRR20216527	Saarland_First	B2X4037_BL_CHK_M	SRR20216527	B2X4037	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4037_BL_CHK_M__SRR20216527.cov.gz	3120214	1330093	42.60%	60373616	47.20%	1.80%	0.50%	497311	109016	NA
B2X4101_BL_ADL_F__SRR20216525	Saarland_First	B2X4101_BL_ADL_F	SRR20216525	B2X4101	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4101_BL_ADL_F__SRR20216525.cov.gz	13644304	5682414	41.60%	252603595	45.80%	2.00%	0.50%	795460	302428	NA
B2X4102_BL_ADL_F__SRR20216524	Saarland_First	B2X4102_BL_ADL_F	SRR20216524	B2X4102	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4102_BL_ADL_F__SRR20216524.cov.gz	6243098	2667573	42.70%	119211784	45.20%	1.70%	0.50%	464474	161618	NA
B2X4108_BL_ADL_M__SRR20216523	Saarland_First	B2X4108_BL_ADL_M	SRR20216523	B2X4108	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4108_BL_ADL_M__SRR20216523.cov.gz	7142299	3153729	44.20%	138194129	46.70%	2.00%	0.50%	417994	147045	NA
B2X4110_BL_ADL_M__SRR20216522	Saarland_First	B2X4110_BL_ADL_M	SRR20216522	B2X4110	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4110_BL_ADL_M__SRR20216522.cov.gz	13182350	5847637	44.40%	258130751	47.30%	2.00%	0.50%	721261	256829	NA
B2X4112_BL_ADL_M__SRR20216520	Saarland_First	B2X4112_BL_ADL_M	SRR20216520	B2X4112	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4112_BL_ADL_M__SRR20216520.cov.gz	44063443	19785891	44.90%	884325939	45.00%	1.90%	0.50%	1228872	703646	NA
B2X4123_BL_ADL_F__SRR20216519	Saarland_First	B2X4123_BL_ADL_F	SRR20216519	B2X4123	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4123_BL_ADL_F__SRR20216519.cov.gz	29837002	12915493	43.30%	573641741	47.70%	1.90%	0.50%	939150	467487	NA
B2X4133_BL_ADL_M__SRR20216518	Saarland_First	B2X4133_BL_ADL_M	SRR20216518	B2X4133	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4133_BL_ADL_M__SRR20216518.cov.gz	3443597	1428590	41.50%	63564246	45.70%	1.80%	0.50%	572214	114119	NA
B2X4190_BL_ADL_M__SRR20216517	Saarland_First	B2X4190_BL_ADL_M	SRR20216517	B2X4190	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4190_BL_ADL_M__SRR20216517.cov.gz	47325830	21559459	45.60%	955397989	46.90%	1.90%	0.50%	1052515	616511	NA
B2X4197_BL_ADL_F__SRR20216516	Saarland_First	B2X4197_BL_ADL_F	SRR20216516	B2X4197	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4197_BL_ADL_F__SRR20216516.cov.gz	53416227	23084797	43.20%	1029486801	46.90%	1.90%	0.50%	1382102	792764	NA
B2X4305_BL_ADL_F__SRR20216515	Saarland_First	B2X4305_BL_ADL_F	SRR20216515	B2X4305	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4305_BL_ADL_F__SRR20216515.cov.gz	30870945	13167590	42.70%	581678791	47.70%	2.00%	0.50%	860740	430990	NA
B2X4346_BL_ADL_F__SRR20216514	Saarland_First	B2X4346_BL_ADL_F	SRR20216514	B2X4346	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4346_BL_ADL_F__SRR20216514.cov.gz	13247455	5702688	43.00%	255436374	48.50%	2.00%	0.50%	730466	267429	NA
B2X4346_BL_CHK_F__SRR20216513	Saarland_First	B2X4346_BL_CHK_F	SRR20216513	B2X4346	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4346_BL_CHK_F__SRR20216513.cov.gz	19194876	7981964	41.60%	360564805	49.50%	1.70%	0.50%	955785	406058	NA
B2X4454_BL_ADL_M__SRR20216512	Saarland_First	B2X4454_BL_ADL_M	SRR20216512	B2X4454	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4454_BL_ADL_M__SRR20216512.cov.gz	11084590	4881355	44.00%	217125880	47.20%	1.80%	0.50%	612303	250517	NA
B2X4455_BL_ADL_M__SRR20216511	Saarland_First	B2X4455_BL_ADL_M	SRR20216511	B2X4455	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4455_BL_ADL_M__SRR20216511.cov.gz	17866293	8022854	44.90%	354991186	46.70%	2.20%	0.50%	802454	326604	NA
B2X4825_BL_ADL_M__SRR20213697	Saarland_First	B2X4825_BL_ADL_M	SRR20213697	B2X4825	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4825_BL_ADL_M__SRR20213697.cov.gz	14116956	6327533	44.80%	284344736	45.60%	2.00%	0.50%	849495	322427	F4
B2X4839_BL_ADL_M__SRR20216509	Saarland_First	B2X4839_BL_ADL_M	SRR20216509	B2X4839	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4839_BL_ADL_M__SRR20216509.cov.gz	86109674	38479627	44.70%	1700497141	48.40%	1.90%	0.50%	1374178	887562	NA
B2X4843_BL_CHK_M__SRR20216508	Saarland_First	B2X4843_BL_CHK_M	SRR20216508	B2X4843	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4843_BL_CHK_M__SRR20216508.cov.gz	44076942	19498573	44.20%	867019036	50.80%	2.10%	0.50%	881484	526347	NA
B2X4845_BL_ADL_F__SRR20216507	Saarland_First	B2X4845_BL_ADL_F	SRR20216507	B2X4845	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4845_BL_ADL_F__SRR20216507.cov.gz	2933319	1189126	40.50%	52402825	48.60%	2.20%	0.50%	411194	70779	NA
B2X4901_BL_CHK_M__SRR20216506	Saarland_First	B2X4901_BL_CHK_M	SRR20216506	B2X4901	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4901_BL_CHK_M__SRR20216506.cov.gz	46135431	20916624	45.30%	933902788	49.30%	2.10%	0.50%	1053267	610662	NA
B2X4934_BL_ADL_F__SRR20216505	Saarland_First	B2X4934_BL_ADL_F	SRR20216505	B2X4934	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4934_BL_ADL_F__SRR20216505.cov.gz	68347439	31458381	46.00%	1373224355	48.40%	1.80%	0.50%	1523879	920003	NA
B2X4961_BL_ADL_M__SRR20216504	Saarland_First	B2X4961_BL_ADL_M	SRR20216504	B2X4961	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X4961_BL_ADL_M__SRR20216504.cov.gz	18871796	8482358	44.90%	372197039	46.10%	2.30%	0.50%	729902	315848	NA
B2X7022_BL_CHK_M__SRR20216503	Saarland_First	B2X7022_BL_CHK_M	SRR20216503	B2X7022	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7022_BL_CHK_M__SRR20216503.cov.gz	24096164	10718248	44.50%	480794034	48.70%	1.90%	0.50%	886150	411508	NA
B2X7045_BL_ADL_M__SRR20216502	Saarland_First	B2X7045_BL_ADL_M	SRR20216502	B2X7045	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7045_BL_ADL_M__SRR20216502.cov.gz	29608924	13384942	45.20%	596335793	46.10%	2.10%	0.50%	1113379	525267	NA
B2X7090_BL_CHK_F__SRR20216501	Saarland_First	B2X7090_BL_CHK_F	SRR20216501	B2X7090	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7090_BL_CHK_F__SRR20216501.cov.gz	55851899	24025603	43.00%	1085484752	48.80%	1.80%	0.50%	1495964	831305	NA
B2X7097_BL_CHK_M__SRR20216500	Saarland_First	B2X7097_BL_CHK_M	SRR20216500	B2X7097	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7097_BL_CHK_M__SRR20216500.cov.gz	28088835	12460772	44.40%	553729639	51.70%	1.90%	0.50%	753068	391094	NA
B2X7195_BL_ADL_M__SRR20216498	Saarland_First	B2X7195_BL_ADL_M	SRR20216498	B2X7195	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7195_BL_ADL_M__SRR20216498.cov.gz	14942823	6685758	44.70%	299719547	51.20%	2.10%	0.50%	568843	266890	NA
B2X7195_BL_CHK_M__SRR20216497	Saarland_First	B2X7195_BL_CHK_M	SRR20216497	B2X7195	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7195_BL_CHK_M__SRR20216497.cov.gz	18497156	8187659	44.30%	373791900	47.90%	1.90%	0.50%	1031565	419550	NA
B2X7304_BL_CHK_M__SRR20216496	Saarland_First	B2X7304_BL_CHK_M	SRR20216496	B2X7304	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7304_BL_CHK_M__SRR20216496.cov.gz	23814016	10222141	42.90%	458628122	46.30%	1.90%	0.50%	1022310	478408	NA
B2X7334_BL_ADL_F__SRR20216495	Saarland_First	B2X7334_BL_ADL_F	SRR20216495	B2X7334	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7334_BL_ADL_F__SRR20216495.cov.gz	4419544	1742848	39.40%	76702423	48.80%	1.80%	0.50%	437005	108731	NA
B2X7338_BL_ADL_F__SRR20216494	Saarland_First	B2X7338_BL_ADL_F	SRR20216494	B2X7338	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7338_BL_ADL_F__SRR20216494.cov.gz	16350767	7100779	43.40%	314753089	46.70%	1.90%	0.50%	852847	310678	NA
B2X7339_BL_ADL_M__SRR20216493	Saarland_First	B2X7339_BL_ADL_M	SRR20216493	B2X7339	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7339_BL_ADL_M__SRR20216493.cov.gz	51902923	23506505	45.30%	1060211566	47.80%	1.90%	0.50%	1478032	809367	NA
B2X7340_BL_ADL_F__SRR20216492	Saarland_First	B2X7340_BL_ADL_F	SRR20216492	B2X7340	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7340_BL_ADL_F__SRR20216492.cov.gz	40529002	17558617	43.30%	777322430	47.00%	1.90%	0.50%	1035057	516817	NA
B2X7340_BL_CHK_F__SRR20216491	Saarland_First	B2X7340_BL_CHK_F	SRR20216491	B2X7340	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7340_BL_CHK_F__SRR20216491.cov.gz	30109651	12587603	41.80%	571281361	49.80%	1.80%	0.50%	936430	459806	NA
